asset_id,name,serial_number,purchase_date,warranty_expiry,last_service,next_service,status,assigned_to,location
AST-00414,Equipment 414,SN-00000414,2021-01-23,20211-01-23,2026-01-23,2026-7-23,retired,EMP-015,Building 5 Room 15
AST-00415,Equipment 415,SN-00000415,2022-02-24,2027-02-24,2026-02-24,2026-8-24,standby,EMP-016,Building 1 Room 16
AST-00416,Equipment 416,SN-00000416,2023-03-25,2028-03-25,2026-03-25,2026-9-25,active,EMP-017,Building 2 Room 17
AST-00417,Equipment 417,SN-00000417,2024-04-26,2029-04-26,2026-04-26,2026-10-26,maintenance,EMP-018,Building 3 Room 18
AST-00418,Equipment 418,SN-00000418,2025-05-27,20210-05-27,2026-05-27,2026-11-27,retired,EMP-019,Building 4 Room 19
AST-00419,Equipment 419,SN-00000419,2026-06-28,20211-06-28,2026-06-28,2026-12-28,standby,EMP-020,Building 5 Room 20
AST-00420,Equipment 420,SN-00000420,2020-07-01,2027-07-01,2026-07-01,2026-7-01,active,EMP-021,Building 1 Room 1
AST-00421,Equipment 421,SN-00000421,2021-08-02,2028-08-02,2026-08-02,2026-8-02,maintenance,EMP-022,Building 2 Room 2
AST-00422,Equipment 422,SN-00000422,2022-09-03,2029-09-03,2026-09-03,2026-9-03,retired,EMP-023,Building 3 Room 3
AST-00423,Equipment 423,SN-00000423,2023-01-04,20210-01-04,2026-01-04,2026-10-04,standby,EMP-024,Building 4 Room 4
AST-00424,Equipment 424,SN-00000424,2024-02-05,20211-02-05,2026-02-05,2026-11-05,active,EMP-025,Building 5 Room 5
AST-00425,Equipment 425,SN-00000425,2025-03-06,2027-03-06,2026-03-06,2026-12-06,maintenance,EMP-026,Building 1 Room 6
AST-00426,Equipment 426,SN-00000426,2026-04-07,2028-04-07,2026-04-07,2026-7-07,retired,EMP-027,Building 2 Room 7
AST-00427,Equipment 427,SN-00000427,2020-05-08,2029-05-08,2026-05-08,2026-8-08,standby,EMP-028,Building 3 Room 8
AST-00428,Equipment 428,SN-00000428,2021-06-09,20210-06-09,2026-06-09,2026-9-09,active,EMP-029,Building 4 Room 9
AST-00429,Equipment 429,SN-00000429,2022-07-10,20211-07-10,2026-07-10,2026-10-10,maintenance,EMP-030,Building 5 Room 10
AST-00430,Equipment 430,SN-00000430,2023-08-11,2027-08-11,2026-08-11,2026-11-11,retired,EMP-031,Building 1 Room 11
AST-00431,Equipment 431,SN-00000431,2024-09-12,2028-09-12,2026-09-12,2026-12-12,standby,EMP-032,Building 2 Room 12
AST-00432,Equipment 432,SN-00000432,2025-01-13,2029-01-13,2026-01-13,2026-7-13,active,EMP-033,Building 3 Room 13
AST-00433,Equipment 433,SN-00000433,2026-02-14,20210-02-14,2026-02-14,2026-8-14,maintenance,EMP-034,Building 4 Room 14
AST-00434,Equipment 434,SN-00000434,2020-03-15,20211-03-15,2026-03-15,2026-9-15,retired,EMP-035,Building 5 Room 15
AST-00435,Equipment 435,SN-00000435,2021-04-16,2027-04-16,2026-04-16,2026-10-16,standby,EMP-036,Building 1 Room 16
AST-00436,Equipment 436,SN-00000436,2022-05-17,2028-05-17,2026-05-17,2026-11-17,active,EMP-037,Building 2 Room 17
AST-00437,Equipment 437,SN-00000437,2023-06-18,2029-06-18,2026-06-18,2026-12-18,maintenance,EMP-038,Building 3 Room 18
AST-00438,Equipment 438,SN-00000438,2024-07-19,20210-07-19,2026-07-19,2026-7-19,retired,EMP-039,Building 4 Room 19
AST-00439,Equipment 439,SN-00000439,2025-08-20,20211-08-20,2026-08-20,2026-8-20,standby,EMP-040,Building 5 Room 20
AST-00440,Equipment 440,SN-00000440,2026-09-21,2027-09-21,2026-09-21,2026-9-21,active,EMP-041,Building 1 Room 1
AST-00441,Equipment 441,SN-00000441,2020-01-22,2028-01-22,2026-01-22,2026-10-22,maintenance,EMP-042,Building 2 Room 2
AST-00442,Equipment 442,SN-00000442,2021-02-23,2029-02-23,2026-02-23,2026-11-23,retired,EMP-043,Building 3 Room 3
AST-00443,Equipment 443,SN-00000443,2022-03-24,20210-03-24,2026-03-24,2026-12-24,standby,EMP-044,Building 4 Room 4
AST-00444,Equipment 444,SN-00000444,2023-04-25,20211-04-25,2026-04-25,2026-7-25,active,EMP-045,Building 5 Room 5
AST-00445,Equipment 445,SN-00000445,2024-05-26,2027-05-26,2026-05-26,2026-8-26,maintenance,EMP-046,Building 1 Room 6
AST-00446,Equipment 446,SN-00000446,2025-06-27,2028-06-27,2026-06-27,2026-9-27,retired,EMP-047,Building 2 Room 7
AST-00447,Equipment 447,SN-00000447,2026-07-28,2029-07-28,2026-07-28,2026-10-28,standby,EMP-048,Building 3 Room 8
AST-00448,Equipment 448,SN-00000448,2020-08-01,20210-08-01,2026-08-01,2026-11-01,active,EMP-049,Building 4 Room 9
AST-00449,Equipment 449,SN-00000449,2021-09-02,20211-09-02,2026-09-02,2026-12-02,maintenance,EMP-050,Building 5 Room 10
AST-00450,Equipment 450,SN-00000450,2022-01-03,2027-01-03,2026-01-03,2026-7-03,retired,EMP-001,Building 1 Room 11
AST-00451,Equipment 451,SN-00000451,2023-02-04,2028-02-04,2026-02-04,2026-8-04,standby,EMP-002,Building 2 Room 12
AST-00452,Equipment 452,SN-00000452,2024-03-05,2029-03-05,2026-03-05,2026-9-05,active,EMP-003,Building 3 Room 13
AST-00453,Equipment 453,SN-00000453,2025-04-06,20210-04-06,2026-04-06,2026-10-06,maintenance,EMP-004,Building 4 Room 14
AST-00454,Equipment 454,SN-00000454,2026-05-07,20211-05-07,2026-05-07,2026-11-07,retired,EMP-005,Building 5 Room 15
AST-00455,Equipment 455,SN-00000455,2020-06-08,2027-06-08,2026-06-08,2026-12-08,standby,EMP-006,Building 1 Room 16
AST-00456,Equipment 456,SN-00000456,2021-07-09,2028-07-09,2026-07-09,2026-7-09,active,EMP-007,Building 2 Room 17
AST-00457,Equipment 457,SN-00000457,2022-08-10,2029-08-10,2026-08-10,2026-8-10,maintenance,EMP-008,Building 3 Room 18
AST-00458,Equipment 458,SN-00000458,2023-09-11,20210-09-11,2026-09-11,2026-9-11,retired,EMP-009,Building 4 Room 19
AST-00459,Equipment 459,SN-00000459,2024-01-12,20211-01-12,2026-01-12,2026-10-12,standby,EMP-010,Building 5 Room 20
AST-00460,Equipment 460,SN-00000460,2025-02-13,2027-02-13,2026-02-13,2026-11-13,active,EMP-011,Building 1 Room 1
AST-00461,Equipment 461,SN-00000461,2026-03-14,2028-03-14,2026-03-14,2026-12-14,maintenance,EMP-012,Building 2 Room 2
AST-00462,Equipment 462,SN-00000462,2020-04-15,2029-04-15,2026-04-15,2026-7-15,retired,EMP-013,Building 3 Room 3
AST-00463,Equipment 463,SN-00000463,2021-05-16,20210-05-16,2026-05-16,2026-8-16,standby,EMP-014,Building 4 Room 4
AST-00464,Equipment 464,SN-00000464,2022-06-17,20211-06-17,2026-06-17,2026-9-17,active,EMP-015,Building 5 Room 5
AST-00465,Equipment 465,SN-00000465,2023-07-18,2027-07-18,2026-07-18,2026-10-18,maintenance,EMP-016,Building 1 Room 6
AST-00466,Equipment 466,SN-00000466,2024-08-19,2028-08-19,2026-08-19,2026-11-19,retired,EMP-017,Building 2 Room 7
AST-00467,Equipment 467,SN-00000467,2025-09-20,2029-09-20,2026-09-20,2026-12-20,standby,EMP-018,Building 3 Room 8
AST-00468,Equipment 468,SN-00000468,2026-01-21,20210-01-21,2026-01-21,2026-7-21,active,EMP-019,Building 4 Room 9
AST-00469,Equipment 469,SN-00000469,2020-02-22,20211-02-22,2026-02-22,2026-8-22,maintenance,EMP-020,Building 5 Room 10
AST-00470,Equipment 470,SN-00000470,2021-03-23,2027-03-23,2026-03-23,2026-9-23,retired,EMP-021,Building 1 Room 11
AST-00471,Equipment 471,SN-00000471,2022-04-24,2028-04-24,2026-04-24,2026-10-24,standby,EMP-022,Building 2 Room 12
AST-00472,Equipment 472,SN-00000472,2023-05-25,2029-05-25,2026-05-25,2026-11-25,active,EMP-023,Building 3 Room 13
AST-00473,Equipment 473,SN-00000473,2024-06-26,20210-06-26,2026-06-26,2026-12-26,maintenance,EMP-024,Building 4 Room 14
AST-00474,Equipment 474,SN-00000474,2025-07-27,20211-07-27,2026-07-27,2026-7-27,retired,EMP-025,Building 5 Room 15
AST-00475,Equipment 475,SN-00000475,2026-08-28,2027-08-28,2026-08-28,2026-8-28,standby,EMP-026,Building 1 Room 16
AST-00476,Equipment 476,SN-00000476,2020-09-01,2028-09-01,2026-09-01,2026-9-01,active,EMP-027,Building 2 Room 17
AST-00477,Equipment 477,SN-00000477,2021-01-02,2029-01-02,2026-01-02,2026-10-02,maintenance,EMP-028,Building 3 Room 18
AST-00478,Equipment 478,SN-00000478,2022-02-03,20210-02-03,2026-02-03,2026-11-03,retired,EMP-029,Building 4 Room 19
AST-00479,Equipment 479,SN-00000479,2023-03-04,20211-03-04,2026-03-04,2026-12-04,standby,EMP-030,Building 5 Room 20
AST-00480,Equipment 480,SN-00000480,2024-04-05,2027-04-05,2026-04-05,2026-7-05,active,EMP-031,Building 1 Room 1
AST-00481,Equipment 481,SN-00000481,2025-05-06,2028-05-06,2026-05-06,2026-8-06,maintenance,EMP-032,Building 2 Room 2
AST-00482,Equipment 482,SN-00000482,2026-06-07,2029-06-07,2026-06-07,2026-9-07,retired,EMP-033,Building 3 Room 3
AST-00483,Equipment 483,SN-00000483,2020-07-08,20210-07-08,2026-07-08,2026-10-08,standby,EMP-034,Building 4 Room 4
AST-00484,Equipment 484,SN-00000484,2021-08-09,20211-08-09,2026-08-09,2026-11-09,active,EMP-035,Building 5 Room 5
AST-00485,Equipment 485,SN-00000485,2022-09-10,2027-09-10,2026-09-10,2026-12-10,maintenance,EMP-036,Building 1 Room 6
AST-00486,Equipment 486,SN-00000486,2023-01-11,2028-01-11,2026-01-11,2026-7-11,retired,EMP-037,Building 2 Room 7
AST-00487,Equipment 487,SN-00000487,2024-02-12,2029-02-12,2026-02-12,2026-8-12,standby,EMP-038,Building 3 Room 8
AST-00488,Equipment 488,SN-00000488,2025-03-13,20210-03-13,2026-03-13,2026-9-13,active,EMP-039,Building 4 Room 9
AST-00489,Equipment 489,SN-00000489,2026-04-14,20211-04-14,2026-04-14,2026-10-14,maintenance,EMP-040,Building 5 Room 10
AST-00490,Equipment 490,SN-00000490,2020-05-15,2027-05-15,2026-05-15,2026-11-15,retired,EMP-041,Building 1 Room 11
AST-00491,Equipment 491,SN-00000491,2021-06-16,2028-06-16,2026-06-16,2026-12-16,standby,EMP-042,Building 2 Room 12
AST-00492,Equipment 492,SN-00000492,2022-07-17,2029-07-17,2026-07-17,2026-7-17,active,EMP-043,Building 3 Room 13
AST-00493,Equipment 493,SN-00000493,2023-08-18,20210-08-18,2026-08-18,2026-8-18,maintenance,EMP-044,Building 4 Room 14
AST-00494,Equipment 494,SN-00000494,2024-09-19,20211-09-19,2026-09-19,2026-9-19,retired,EMP-045,Building 5 Room 15
AST-00495,Equipment 495,SN-00000495,2025-01-20,2027-01-20,2026-01-20,2026-10-20,standby,EMP-046,Building 1 Room 16
AST-00496,Equipment 496,SN-00000496,2026-02-21,2028-02-21,2026-02-21,2026-11-21,active,EMP-047,Building 2 Room 17
AST-00497,Equipment 497,SN-00000497,2020-03-22,2029-03-22,2026-03-22,2026-12-22,maintenance,EMP-048,Building 3 Room 18
AST-00498,Equipment 498,SN-00000498,2021-04-23,20210-04-23,2026-04-23,2026-7-23,retired,EMP-049,Building 4 Room 19
AST-00499,Equipment 499,SN-00000499,2022-05-24,20211-05-24,2026-05-24,2026-8-24,standby,EMP-050,Building 5 Room 20
AST-00500,Equipment 500,SN-00000500,2023-06-25,2027-06-25,2026-06-25,2026-9-25,active,EMP-001,Building 1 Room 1
